# Convergence measures by iteration (iter npts dx_glmin abs(dmu_glmin)/yrange)
  1.0000000000E+00  6.0000000000E+00  2.0306827509E-07  1.9941286839E-07
  2.0000000000E+00  7.0000000000E+00  2.0306827509E-07  1.9941286839E-07
  3.0000000000E+00  8.0000000000E+00  2.0306827509E-07  1.9941286839E-07
  4.0000000000E+00  9.0000000000E+00  8.3939541897E-08  8.2428556672E-08
  5.0000000000E+00  1.0000000000E+01  8.3840722096E-08  8.2331515714E-08
  6.0000000000E+00  1.1000000000E+01  8.3840722096E-08  8.2331515714E-08
  7.0000000000E+00  1.2000000000E+01  8.3840722096E-08  8.2331515714E-08
  8.0000000000E+00  1.3000000000E+01  8.3840722096E-08  8.2331515714E-08
  9.0000000000E+00  1.4000000000E+01  8.3840722096E-08  8.2331515714E-08
  1.0000000000E+01  1.5000000000E+01  8.3840722096E-08  8.2331515714E-08
